Time	ax	ay	az	gx	gy	gz
0.015	-1.1064990234375	-19.62	5.07744140625	-13.57269287109375	0.9918212890625	0.030517578125
0.025	-1.1520043945312501	-19.62	4.9936157226562505	-13.7176513671875	1.2054443359375	0.06866455078125
0.035	-1.159189453125	-19.62	5.0463061523437505	-13.63372802734375	1.10626220703125	0.12969970703125
0.046	-1.13763427734375	-19.62	5.03193603515625	-13.5498046875	1.007080078125	0.0
0.056	-1.0921289062500001	-19.62	4.9936157226562505	-13.67950439453125	1.129150390625	0.20599365234375
0.066	-1.1304492187500002	-19.62	5.029541015625	-13.57269287109375	1.0833740234375	0.06103515625
0.076	-1.08494384765625	-19.62	5.0247509765625	-13.74053955078125	1.0833740234375	0.25177001953125
0.087	-1.17116455078125	-19.62	4.9576904296875	-13.63372802734375	0.93841552734375	0.2288818359375
0.098	-1.120869140625	-19.62	5.05588623046875	-13.5040283203125	1.2054443359375	0.2593994140625
0.108	-1.0777587890625	-19.62	5.0630712890625	-13.37432861328125	1.12152099609375	0.25177001953125
0.118	-1.14242431640625	-19.62	4.9433203125	-13.46588134765625	1.16729736328125	0.25177001953125
0.13	-1.16637451171875	-19.62	5.0463061523437505	-13.48876953125	0.9613037109375	0.25177001953125
0.14	-1.21906494140625	-19.62	5.048701171875	-13.43536376953125	1.068115234375	0.30517578125
0.15	-1.1927197265625	-19.62	5.01277587890625	-13.4429931640625	1.12152099609375	0.09918212890625
0.161	-1.101708984375	-19.62	4.95529541015625	-13.48114013671875	0.946044921875	0.20599365234375
0.172	-1.12326416015625	-19.62	4.94571533203125	-13.34381103515625	1.0528564453125	0.14495849609375
0.183	-1.06578369140625	-19.62	4.9864306640625005	-13.5498046875	0.99945068359375	0.11444091796875
0.193	-1.09931396484375	-19.62	5.0151708984375	-13.48114013671875	0.9002685546875	0.25177001953125
0.203	-1.082548828125	-19.62	5.07744140625	-13.63372802734375	0.93841552734375	0.1678466796875
0.215	-1.14242431640625	-19.62	5.087021484375001	-13.61083984375	1.03759765625	0.213623046875
0.225	-1.0585986328125	-19.62	4.905	-13.5345458984375	1.220703125	0.1983642578125
0.236	-1.17116455078125	-19.62	5.087021484375001	-13.5040283203125	1.02996826171875	0.46539306640625
0.246	-1.1567944335937501	-19.62	5.0630712890625	-13.48114013671875	1.12152099609375	0.26702880859375
0.257	-1.1831396484375	-19.62	5.10857666015625	-13.61083984375	1.0986328125	0.22125244140625
0.268	-1.1088940429687502	-19.62	5.00319580078125	-13.5498046875	1.15203857421875	0.0457763671875
0.278	-1.1543994140625	-19.62	5.01756591796875	-13.64898681640625	1.19781494140625	0.17547607421875
0.288	-1.1735595703125001	-19.62	5.1732421875000005	-13.48876953125	1.129150390625	-0.02288818359375
0.3	-1.1543994140625	-19.62	5.0247509765625	-13.5345458984375	1.06048583984375	0.2593994140625
0.31	-1.20469482421875	-19.62	4.98403564453125	-13.69476318359375	1.02996826171875	0.05340576171875
0.32	-1.082548828125	-19.62	5.144501953125	-13.54217529296875	0.9918212890625	0.22125244140625
0.331	-1.1472143554687502	-19.62	5.127736816406251	-13.46588134765625	1.129150390625	0.3509521484375
0.342	-1.1831396484375	-19.62	5.10857666015625	-13.42010498046875	1.13677978515625	0.43487548828125
0.353	-1.120869140625	-19.62	5.01277587890625	-13.66424560546875	1.07574462890625	0.2593994140625
0.363	-1.0921289062500001	-19.62	4.99840576171875	-13.5040283203125	1.01470947265625	0.25177001953125
0.373	-1.05620361328125	-19.62	5.067861328125001	-13.458251953125	0.92315673828125	0.2288818359375
0.385	-1.18074462890625	-19.62	5.11815673828125	-13.48876953125	1.03759765625	0.17547607421875
0.395	-1.1064990234375	-19.62	4.9600854492187505	-13.35906982421875	0.9918212890625	0.1983642578125
0.406	-1.12326416015625	-19.62	5.0798364257812505	-13.35906982421875	1.0833740234375	0.1678466796875
