Time	ax	ay	az	gx	gy	gz
0.014	0.31374755859375003	9.84113525390625	-0.258662109375	0.274658203125	0.16021728515625	-0.05340576171875
0.022	0.27063720703125	9.829160156250001	-0.31374755859375003	0.28228759765625	0.09918212890625	0.06866455078125
0.03	0.33769775390625	9.896220703125001	-0.25147705078125	0.244140625	-0.00762939453125	-0.08392333984375
0.039	0.35206787109375004	9.86508544921875	-0.26345214843750003	0.11444091796875	0.091552734375	0.0
0.048	0.30177246093750004	9.85071533203125	-0.22034179687500002	-0.0152587890625	-0.06103515625	-0.08392333984375
0.057	0.31374755859375003	9.88424560546875	-0.25387207031250003	0.0457763671875	0.03814697265625	0.03814697265625
0.064	0.25626708984375	9.853110351562501	-0.15328125	0.30517578125	-0.02288818359375	-0.09918212890625
0.073	0.26345214843750003	9.8243701171875	-0.1676513671875	0.1220703125	0.17547607421875	0.09918212890625
0.081	0.335302734375	9.86508544921875	-0.18441650390625	0.152587890625	-0.06866455078125	-0.0762939453125
0.091	0.27542724609375	9.82676513671875	-0.27303222656250004	0.2899169921875	0.152587890625	0.20599365234375
0.099	0.22034179687500002	9.829160156250001	-0.25147705078125	0.14495849609375	-0.030517578125	0.12969970703125
0.108	0.33290771484375004	9.86508544921875	-0.239501953125	0.2288818359375	0.08392333984375	0.0152587890625
0.116	0.27063720703125	9.857900390625	-0.229921875	0.23651123046875	-0.18310546875	0.2899169921875
0.125	0.29219238281250004	9.836345214843751	-0.1676513671875	-0.0457763671875	0.06103515625	-0.00762939453125
0.134	0.32332763671875003	9.860295410156251	-0.21076171875000002	-0.213623046875	0.16021728515625	0.00762939453125
0.143	0.33769775390625	9.9249609375	-0.25626708984375	0.030517578125	-0.08392333984375	0.09918212890625
0.152	0.28021728515625	9.877060546875	-0.19399658203125	0.05340576171875	0.152587890625	0.17547607421875
0.16	0.31853759765625	9.93214599609375	-0.354462890625	-0.16021728515625	-0.00762939453125	0.152587890625
0.169	0.29458740234375	9.90819580078125	-0.21076171875000002	0.14495849609375	0.14495849609375	0.18310546875
0.179	0.3113525390625	9.96088623046875	-0.2347119140625	0.30517578125	0.18310546875	0.1068115234375
0.187	0.36404296875000003	9.912985839843751	-0.31374755859375003	0.1983642578125	-0.091552734375	0.091552734375
0.196	0.27303222656250004	9.88424560546875	-0.19399658203125	-0.06103515625	0.2593994140625	0.1678466796875
0.205	0.239501953125	9.94412109375	-0.17004638671875	-0.03814697265625	0.030517578125	0.20599365234375
0.214	0.277822265625	9.96088623046875	-0.24668701171875002	-0.03814697265625	-0.1220703125	0.16021728515625
0.223	0.30895751953125	9.915380859375	-0.3448828125	0.06103515625	-0.1068115234375	0.30517578125
0.232	0.296982421875	9.92256591796875	-0.143701171875	0.091552734375	0.17547607421875	0.152587890625
0.24	0.34727783203125	9.853110351562501	-0.28979736328125	0.1983642578125	0.06103515625	0.23651123046875
0.248	0.28261230468750004	9.915380859375	-0.24908203125	0.06866455078125	-0.16021728515625	-0.06866455078125
0.258	0.28261230468750004	9.9105908203125	-0.18441650390625	-0.16021728515625	0.091552734375	-0.1373291015625
0.267	0.20597167968750002	9.853110351562501	-0.18681152343750002	-0.1983642578125	0.05340576171875	-0.091552734375
0.276	0.29458740234375	9.86508544921875	-0.24189697265625001	-0.1373291015625	-0.06866455078125	-0.11444091796875
0.286	0.32332763671875003	9.86508544921875	-0.22513183593750002	-0.274658203125	-0.12969970703125	0.1068115234375
0.294	0.296982421875	9.9010107421875	-0.296982421875	-0.3662109375	-0.00762939453125	0.11444091796875
0.304	0.296982421875	9.896220703125001	-0.20597167968750002	-0.17547607421875	-0.08392333984375	0.030517578125
0.313	0.28979736328125	9.867480468750001	-0.18681152343750002	0.28228759765625	-0.0762939453125	0.0152587890625
0.322	0.29458740234375	9.89382568359375	-0.30177246093750004	-0.091552734375	0.213623046875	0.12969970703125
0.331	0.36164794921875004	9.90580078125	-0.25387207031250003	-0.25177001953125	-0.0152587890625	0.2288818359375
0.34	0.34248779296875004	9.838740234375	-0.31853759765625	-0.1678466796875	-0.0457763671875	-0.1068115234375
0.35	0.33290771484375004	9.867480468750001	-0.3305126953125	0.16021728515625	0.0762939453125	0.08392333984375
0.358	0.3209326171875	9.912985839843751	-0.2347119140625	0.3204345703125	0.28228759765625	-0.30517578125
0.367	0.29937744140625	9.87945556640625	-0.25147705078125	0.4119873046875	0.16021728515625	-0.0762939453125
0.376	0.3688330078125	9.89382568359375	-0.2682421875	0.34332275390625	0.02288818359375	-0.213623046875
0.386	0.31853759765625	9.85071533203125	-0.26105712890625	0.35858154296875	-0.06866455078125	-0.3814697265625
0.395	0.34727783203125	9.896220703125001	-0.27542724609375	0.2593994140625	-0.05340576171875	-0.17547607421875
0.404	0.2682421875	9.9010107421875	-0.32332763671875003	0.25177001953125	-0.091552734375	-0.0457763671875
0.412	0.26345214843750003	9.8339501953125	-0.19878662109375	0.0457763671875	0.16021728515625	0.213623046875
0.421	0.27542724609375	9.8722705078125	-0.20836669921875	0.37384033203125	0.030517578125	0.0152587890625
0.43	0.3065625	9.867480468750001	-0.16046630859375	0.03814697265625	0.06103515625	0.1068115234375
0.438	0.36404296875000003	9.8435302734375	-0.21315673828125	-0.12969970703125	0.12969970703125	0.1983642578125
0.447	0.316142578125	9.90340576171875	-0.24668701171875002	-0.16021728515625	-0.06103515625	0.20599365234375
0.456	0.32811767578125	9.886640625	-0.277822265625	-0.213623046875	-0.0457763671875	0.40435791015625
0.465	0.22273681640625	9.89382568359375	-0.16046630859375	-0.29754638671875	0.030517578125	0.5645751953125
0.474	0.3113525390625	9.857900390625	-0.29219238281250004	-0.35858154296875	-0.06866455078125	0.32806396484375
0.483	0.23710693359375	9.853110351562501	-0.26345214843750003	0.25177001953125	0.0457763671875	0.32806396484375
0.492	0.30177246093750004	9.912985839843751	-0.22513183593750002	-0.030517578125	-0.22125244140625	0.28228759765625
0.501	0.2682421875	9.838740234375	-0.25387207031250003	0.14495849609375	0.0152587890625	0.29754638671875
0.509	0.27542724609375	9.83155517578125	-0.26105712890625	0.00762939453125	-0.12969970703125	0.02288818359375
0.518	0.25387207031250003	9.8722705078125	-0.24908203125	0.16021728515625	0.26702880859375	-0.0152587890625
0.527	0.29937744140625	9.9297509765625	-0.21794677734375	0.12969970703125	0.20599365234375	0.02288818359375
0.535	0.30895751953125	9.88424560546875	-0.21076171875000002	-0.1068115234375	-0.0152587890625	0.0
0.544	0.31853759765625	9.86508544921875	-0.3448828125	-0.091552734375	0.05340576171875	0.06866455078125
0.552	0.39278320312500004	9.886640625	-0.26584716796875	-0.11444091796875	0.06866455078125	0.1068115234375
0.562	0.296982421875	9.8435302734375	-0.19160156250000002	-0.23651123046875	0.17547607421875	0.41961669921875
0.571	0.24908203125	9.886640625	-0.23710693359375	-0.18310546875	0.00762939453125	0.05340576171875
0.579	0.30895751953125	9.838740234375	-0.28979736328125	-0.1373291015625	0.1373291015625	0.20599365234375
0.588	0.38320312500000003	9.9249609375	-0.17483642578125	-0.06103515625	0.06103515625	0.1983642578125
0.596	0.277822265625	9.8914306640625	-0.22034179687500002	-0.091552734375	0.0152587890625	0.030517578125
0.606	0.28021728515625	9.912985839843751	-0.277822265625	0.030517578125	0.05340576171875	0.08392333984375
0.614	0.3305126953125	9.84592529296875	-0.17483642578125	-0.030517578125	-0.06103515625	0.152587890625
0.623	0.3065625	9.8722705078125	-0.18202148437500001	0.1220703125	0.0762939453125	0.03814697265625
0.631	0.26584716796875	9.889035644531251	-0.31853759765625	0.29754638671875	0.06866455078125	-0.1068115234375
0.641	0.30895751953125	9.90819580078125	-0.23710693359375	0.29754638671875	0.31280517578125	-0.02288818359375
0.649	0.22513183593750002	9.877060546875	-0.27063720703125	0.17547607421875	-0.05340576171875	-0.02288818359375
0.658	0.28021728515625	9.920170898437501	-0.24189697265625001	0.213623046875	0.16021728515625	0.0457763671875
0.666	0.32811767578125	9.91777587890625	-0.33290771484375004	-0.03814697265625	-0.02288818359375	0.1373291015625
0.675	0.28979736328125	9.8914306640625	-0.23231689453125	0.091552734375	-0.030517578125	0.1678466796875
0.685	0.24908203125	9.8339501953125	-0.3305126953125	0.06103515625	0.2288818359375	0.16021728515625
0.693	0.31853759765625	9.88424560546875	-0.18920654296875	-0.152587890625	0.06103515625	0.26702880859375
0.702	0.30895751953125	9.857900390625	-0.316142578125	-0.4730224609375	-0.0457763671875	0.23651123046875
0.71	0.23231689453125	9.9393310546875	-0.28261230468750004	-0.35858154296875	-0.05340576171875	0.19073486328125
0.719	0.3592529296875	9.874665527343751	-0.28979736328125	0.08392333984375	-0.1220703125	0.3509521484375
0.73	0.316142578125	9.915380859375	-0.21794677734375	-0.20599365234375	-0.1220703125	0.274658203125
0.739	0.27542724609375	9.829160156250001	-0.29458740234375	-0.09918212890625	-0.1983642578125	0.3204345703125
0.748	0.25147705078125	9.89382568359375	-0.2682421875	-0.4730224609375	-0.20599365234375	0.38909912109375
0.757	0.316142578125	9.91777587890625	-0.3305126953125	-0.4730224609375	0.030517578125	0.08392333984375
0.766	0.31853759765625	9.836345214843751	-0.20836669921875	-0.40435791015625	-0.08392333984375	0.1373291015625
0.775	0.32811767578125	9.87945556640625	-0.1772314453125	0.25177001953125	0.1068115234375	0.14495849609375
0.784	0.335302734375	9.867480468750001	-0.28740234375	0.2593994140625	-0.06866455078125	0.23651123046875
0.793	0.229921875	9.877060546875	-0.21555175781250002	0.38909912109375	-0.25177001953125	0.08392333984375
0.802	0.30895751953125	9.838740234375	-0.17004638671875	0.1678466796875	-0.0457763671875	0.2593994140625
0.811	0.3065625	9.8626904296875	-0.20597167968750002	0.14495849609375	0.152587890625	0.16021728515625
0.82	0.2682421875	9.8722705078125	-0.21555175781250002	0.0152587890625	0.02288818359375	0.091552734375
0.828	0.38320312500000003	9.9105908203125	-0.25147705078125	-0.06866455078125	0.00762939453125	0.2288818359375
0.836	0.25147705078125	9.92256591796875	-0.21315673828125	-0.34332275390625	0.091552734375	0.05340576171875
0.845	0.3305126953125	9.9393310546875	-0.20357666015625	-0.1373291015625	0.02288818359375	0.12969970703125
0.855	0.26345214843750003	9.77886474609375	-0.1149609375	0.61798095703125	0.244140625	0.0
